Percentage of ED visits by syndrome: COVID-19-Like Illness Shortness of Breath and Pneumonia
Date generated: Wed Oct 07 2020 13:47:13 GMT+0530 (India Standard Time)

Geography,Date,Syndrome,Percent
Washington,2020-09-01,ILI,0.3
Washington,2020-09-02,ILI,0.5
Washington,2020-09-03,ILI,0.4
Washington,2020-09-04,ILI,0.6
Washington,2020-09-05,ILI,0.4
Washington,2020-09-06,ILI,0.6
Washington,2020-09-07,ILI,0.4
Washington,2020-09-08,ILI,0.4
Washington,2020-09-09,ILI,0.5
Washington,2020-09-10,ILI,0.6
Washington,2020-09-11,ILI,0.6
Washington,2020-09-12,ILI,0.4
Washington,2020-09-13,ILI,0.5
Washington,2020-09-14,ILI,0.4
Washington,2020-09-15,ILI,0.5
Washington,2020-09-16,ILI,0.4
Washington,2020-09-17,ILI,0.5
Washington,2020-09-18,ILI,0.4
Washington,2020-09-19,ILI,0.3
Washington,2020-09-20,ILI,0.4
Washington,2020-09-21,ILI,0.4
Washington,2020-09-22,ILI,0.4
Washington,2020-09-23,ILI,0.4
Washington,2020-09-24,ILI,0.4
Washington,2020-09-25,ILI,0.3
Washington,2020-09-26,ILI,0.2
Washington,2020-09-27,ILI,0.4
Washington,2020-09-28,ILI,0.5
Washington,2020-09-29,ILI,0.6
Washington,2020-09-30,ILI,0.3
Washington,2020-10-01,ILI,0.3
Washington,2020-10-02,ILI,0.5
Washington,2020-10-03,ILI,0.6
West Virginia,2020-08-08,ILI,0.5
West Virginia,2020-08-09,ILI,0.8
West Virginia,2020-08-10,ILI,0.6
West Virginia,2020-08-11,ILI,0.3
West Virginia,2020-08-12,ILI,0.5
West Virginia,2020-08-13,ILI,0.6
West Virginia,2020-08-14,ILI,0.5
West Virginia,2020-08-15,ILI,0.7
West Virginia,2020-08-16,ILI,0.6
West Virginia,2020-08-17,ILI,0.4
West Virginia,2020-08-18,ILI,0.4
West Virginia,2020-08-19,ILI,0.4
West Virginia,2020-08-20,ILI,0.7
West Virginia,2020-08-21,ILI,0.6
West Virginia,2020-08-22,ILI,0.7
West Virginia,2020-08-23,ILI,0.5
West Virginia,2020-08-24,ILI,0.7
West Virginia,2020-08-25,ILI,0.4
West Virginia,2020-08-26,ILI,0.4
West Virginia,2020-08-27,ILI,0.3
West Virginia,2020-08-28,ILI,0.5
West Virginia,2020-08-29,ILI,0.5
West Virginia,2020-08-30,ILI,0.7
West Virginia,2020-08-31,ILI,0.3
West Virginia,2020-09-01,ILI,0.5
West Virginia,2020-09-02,ILI,0.2
West Virginia,2020-09-03,ILI,0.5
West Virginia,2020-09-04,ILI,0.4
West Virginia,2020-09-05,ILI,0.2
West Virginia,2020-09-06,ILI,0.6
West Virginia,2020-09-07,ILI,1
West Virginia,2020-09-08,ILI,0.4
West Virginia,2020-09-09,ILI,0.6
West Virginia,2020-09-10,ILI,0.4
West Virginia,2020-09-11,ILI,0.7
West Virginia,2020-09-12,ILI,0.6
West Virginia,2020-09-13,ILI,0.6
West Virginia,2020-09-14,ILI,0.6
West Virginia,2020-09-15,ILI,0.4
West Virginia,2020-09-16,ILI,0.7
West Virginia,2020-09-17,ILI,0.5
West Virginia,2020-09-18,ILI,0.4
West Virginia,2020-09-19,ILI,0.5
West Virginia,2020-09-20,ILI,0.5
West Virginia,2020-09-21,ILI,0.5
West Virginia,2020-09-22,ILI,0.6
West Virginia,2020-09-23,ILI,0.5
West Virginia,2020-09-24,ILI,0.6
West Virginia,2020-09-25,ILI,0.4
West Virginia,2020-09-26,ILI,0.4
West Virginia,2020-09-27,ILI,0.7
West Virginia,2020-09-28,ILI,0.6
West Virginia,2020-09-29,ILI,0.7
West Virginia,2020-09-30,ILI,0.7
West Virginia,2020-10-01,ILI,0.6
West Virginia,2020-10-02,ILI,0.6
West Virginia,2020-10-03,ILI,1
Wisconsin,2020-08-08,ILI,0.6
Wisconsin,2020-08-09,ILI,0.8
Wisconsin,2020-08-10,ILI,0.5
Wisconsin,2020-08-11,ILI,0.3
Wisconsin,2020-08-12,ILI,0.3
Wisconsin,2020-08-13,ILI,0.4
Wisconsin,2020-08-14,ILI,0.4
Wisconsin,2020-08-15,ILI,0.7
Wisconsin,2020-08-16,ILI,0.6
Wisconsin,2020-08-17,ILI,0.5
Wisconsin,2020-08-18,ILI,0.4
Wisconsin,2020-08-19,ILI,0.5
Wisconsin,2020-08-20,ILI,0.3
Wisconsin,2020-08-21,ILI,0.4
Wisconsin,2020-08-22,ILI,0.5
Wisconsin,2020-08-23,ILI,0.7
Wisconsin,2020-08-24,ILI,0.4
Wisconsin,2020-08-25,ILI,0.3
Wisconsin,2020-08-26,ILI,0.4
Wisconsin,2020-08-27,ILI,0.3
Wisconsin,2020-08-28,ILI,0.4
Wisconsin,2020-08-29,ILI,0.4
Wisconsin,2020-08-30,ILI,0.6
Wisconsin,2020-08-31,ILI,0.4
Wisconsin,2020-09-01,ILI,0.5
Wisconsin,2020-09-02,ILI,0.4
Wisconsin,2020-09-03,ILI,0.4
Wisconsin,2020-09-04,ILI,0.4
Wisconsin,2020-09-05,ILI,0.6
Wisconsin,2020-09-06,ILI,0.6
Wisconsin,2020-09-07,ILI,0.7
Wisconsin,2020-09-08,ILI,0.5
Wisconsin,2020-09-09,ILI,0.4
Wisconsin,2020-09-10,ILI,0.3
Wisconsin,2020-09-11,ILI,0.5
Wisconsin,2020-09-12,ILI,0.8
Wisconsin,2020-09-13,ILI,0.7
Wisconsin,2020-09-14,ILI,0.6
Wisconsin,2020-09-15,ILI,0.4
Wisconsin,2020-09-16,ILI,0.5
Wisconsin,2020-09-17,ILI,0.4
Wisconsin,2020-09-18,ILI,0.3
Wisconsin,2020-09-19,ILI,0.8
Wisconsin,2020-09-20,ILI,0.8
Wisconsin,2020-09-21,ILI,0.6
Wisconsin,2020-09-22,ILI,0.6
Wisconsin,2020-09-23,ILI,0.8
Wisconsin,2020-09-24,ILI,0.6
Wisconsin,2020-09-25,ILI,0.4
Wisconsin,2020-09-26,ILI,0.9
Wisconsin,2020-09-27,ILI,0.7
Wisconsin,2020-09-28,ILI,0.7
Wisconsin,2020-09-29,ILI,0.5
Wisconsin,2020-09-30,ILI,0.6
Wisconsin,2020-10-01,ILI,0.6
Wisconsin,2020-10-02,ILI,0.5
Wisconsin,2020-10-03,ILI,0.8
Alabama,2020-08-08,Pneu,2.6
Alabama,2020-08-09,Pneu,2.5
Alabama,2020-08-10,Pneu,2.1
Alabama,2020-08-11,Pneu,2.1
Alabama,2020-08-12,Pneu,2
Alabama,2020-08-13,Pneu,2.1
Alabama,2020-08-14,Pneu,2.3
Alabama,2020-08-15,Pneu,2.1
Alabama,2020-08-16,Pneu,1.9
Alabama,2020-08-17,Pneu,2.4
Alabama,2020-08-18,Pneu,2.5
Alabama,2020-08-19,Pneu,2
Alabama,2020-08-20,Pneu,2.1
Alabama,2020-08-21,Pneu,1.9
Alabama,2020-08-22,Pneu,1.9
Alabama,2020-08-23,Pneu,1.8
Alabama,2020-08-24,Pneu,1.7
Alabama,2020-08-25,Pneu,2.1
Alabama,2020-08-26,Pneu,1.8
Alabama,2020-08-27,Pneu,1.6
Alabama,2020-08-28,Pneu,1.8
Alabama,2020-08-29,Pneu,1.8
Alabama,2020-08-30,Pneu,1.5
Alabama,2020-08-31,Pneu,1.9
Alabama,2020-09-01,Pneu,1.5
Alabama,2020-09-02,Pneu,1.6
Alabama,2020-09-03,Pneu,1.7
Alabama,2020-09-04,Pneu,2
Alabama,2020-09-05,Pneu,1.6
Alabama,2020-09-06,Pneu,1.9
Alabama,2020-09-07,Pneu,1.8
Alabama,2020-09-08,Pneu,1.8
Alabama,2020-09-09,Pneu,1.3
Alabama,2020-09-10,Pneu,1.7
Alabama,2020-09-11,Pneu,1.6
Alabama,2020-09-12,Pneu,1.8
Alabama,2020-09-13,Pneu,1.6
Alabama,2020-09-14,Pneu,1.7
Alabama,2020-09-15,Pneu,1.4
Alabama,2020-09-16,Pneu,1.4
Alabama,2020-09-17,Pneu,1.6
Alabama,2020-09-18,Pneu,1.6
Alabama,2020-09-19,Pneu,1.6
Alabama,2020-09-20,Pneu,1.6
Alabama,2020-09-21,Pneu,1.4
Alabama,2020-09-22,Pneu,1.4
Alabama,2020-09-23,Pneu,1.3
Alabama,2020-09-24,Pneu,1.6
Alabama,2020-09-25,Pneu,1.8
Alabama,2020-09-26,Pneu,1.5
Alabama,2020-09-27,Pneu,1.6
Alabama,2020-09-28,Pneu,1.1
Alabama,2020-09-29,Pneu,1.3
Alabama,2020-09-30,Pneu,0.9
Alabama,2020-10-01,Pneu,0.9
Alabama,2020-10-02,Pneu,0.9
Alabama,2020-10-03,Pneu,0.7
Alaska,2020-08-08,Pneu,0.8
Alaska,2020-08-09,Pneu,0.8
Alaska,2020-08-10,Pneu,1.4
Alaska,2020-08-11,Pneu,1.1
Alaska,2020-08-12,Pneu,1.2
Alaska,2020-08-13,Pneu,1.5
Alaska,2020-08-14,Pneu,1.8
Alaska,2020-08-15,Pneu,0.9
Alaska,2020-08-16,Pneu,0.9
Alaska,2020-08-17,Pneu,0.8
Alaska,2020-08-18,Pneu,0.9
Alaska,2020-08-19,Pneu,1.3
Alaska,2020-08-20,Pneu,0.9
Alaska,2020-08-21,Pneu,0.7
Alaska,2020-08-22,Pneu,2.1
Alaska,2020-08-23,Pneu,1.3
Alaska,2020-08-24,Pneu,1.1
Alaska,2020-08-25,Pneu,1.4
Alaska,2020-08-26,Pneu,1.2
Alaska,2020-08-27,Pneu,1.3
Alaska,2020-08-28,Pneu,1.9
Alaska,2020-08-29,Pneu,0.6
Alaska,2020-08-30,Pneu,2
Alaska,2020-08-31,Pneu,1.7
Alaska,2020-09-01,Pneu,0.9
Alaska,2020-09-02,Pneu,2
Alaska,2020-09-03,Pneu,2.8
Alaska,2020-09-04,Pneu,2
Alaska,2020-09-05,Pneu,1
Alaska,2020-09-06,Pneu,1.3
Alaska,2020-09-07,Pneu,1
Alaska,2020-09-08,Pneu,1.6
Alaska,2020-09-09,Pneu,1.1
Alaska,2020-09-10,Pneu,1.4
Alaska,2020-09-11,Pneu,1.3
Alaska,2020-09-12,Pneu,1.4
Alaska,2020-09-13,Pneu,2
Alaska,2020-09-14,Pneu,1.4
Alaska,2020-09-15,Pneu,1.9
Alaska,2020-09-16,Pneu,1.2
Alaska,2020-09-17,Pneu,2.4
Alaska,2020-09-18,Pneu,1.5
Alaska,2020-09-19,Pneu,1.5
Alaska,2020-09-20,Pneu,3
Alaska,2020-09-21,Pneu,0.8
Alaska,2020-09-22,Pneu,0.6
Alaska,2020-09-23,Pneu,1.4
Alaska,2020-09-24,Pneu,0.9
Alaska,2020-09-25,Pneu,2.1
Alaska,2020-09-26,Pneu,0.6
Alaska,2020-09-27,Pneu,1
Alaska,2020-09-28,Pneu,0.7
Alaska,2020-09-29,Pneu,0.7
Alaska,2020-09-30,Pneu,0.6
Alaska,2020-10-01,Pneu,1
Alaska,2020-10-02,Pneu,1.2
Alaska,2020-10-03,Pneu,0.9
Arizona,2020-08-08,Pneu,2.8
Arizona,2020-08-09,Pneu,3.6
Arizona,2020-08-10,Pneu,2.8
Arizona,2020-08-11,Pneu,2.9
Arizona,2020-08-12,Pneu,2.8
Arizona,2020-08-13,Pneu,3.2
Arizona,2020-08-14,Pneu,3.1
Arizona,2020-08-15,Pneu,2.9
Arizona,2020-08-16,Pneu,2.9
Arizona,2020-08-17,Pneu,3.2
Arizona,2020-08-18,Pneu,3.1
Arizona,2020-08-19,Pneu,2.6
Arizona,2020-08-20,Pneu,2.9
Arizona,2020-08-21,Pneu,3.2
Arizona,2020-08-22,Pneu,3.1
Arizona,2020-08-23,Pneu,3
Arizona,2020-08-24,Pneu,2.5
Arizona,2020-08-25,Pneu,2.8
Arizona,2020-08-26,Pneu,2.9
Arizona,2020-08-27,Pneu,2.7
Arizona,2020-08-28,Pneu,2.8
Arizona,2020-08-29,Pneu,3
Arizona,2020-08-30,Pneu,3
Arizona,2020-08-31,Pneu,2.3
Arizona,2020-09-01,Pneu,2.5
Arizona,2020-09-02,Pneu,2.8
Arizona,2020-09-03,Pneu,2.4
Arizona,2020-09-04,Pneu,2.4
Arizona,2020-09-05,Pneu,2.8
Arizona,2020-09-06,Pneu,2.1
Arizona,2020-09-07,Pneu,2.4
Arizona,2020-09-08,Pneu,2.6
Arizona,2020-09-09,Pneu,2.5
Arizona,2020-09-10,Pneu,2.5
Arizona,2020-09-11,Pneu,2.4
Arizona,2020-09-12,Pneu,2.3
Arizona,2020-09-13,Pneu,2.6
Arizona,2020-09-14,Pneu,2.2
Arizona,2020-09-15,Pneu,2.7
Arizona,2020-09-16,Pneu,2.1
Arizona,2020-09-17,Pneu,2.8
Arizona,2020-09-18,Pneu,2.1
Arizona,2020-09-19,Pneu,2.4
Arizona,2020-09-20,Pneu,2.3
Arizona,2020-09-21,Pneu,2.3
Arizona,2020-09-22,Pneu,2.1
Arizona,2020-09-23,Pneu,2.2
Arizona,2020-09-24,Pneu,1.9
Arizona,2020-09-25,Pneu,2.4
Arizona,2020-09-26,Pneu,2.1
Arizona,2020-09-27,Pneu,1.9
Arizona,2020-09-28,Pneu,1.9
Arizona,2020-09-29,Pneu,1.6
Arizona,2020-09-30,Pneu,2.1
Arizona,2020-10-01,Pneu,1.6
Arizona,2020-10-02,Pneu,1.9
Arizona,2020-10-03,Pneu,2.2
Arkansas,2020-08-08,Pneu,1.9
Arkansas,2020-08-09,Pneu,2.2
Arkansas,2020-08-10,Pneu,2.6
Arkansas,2020-08-11,Pneu,1.8
Arkansas,2020-08-12,Pneu,1.7
Arkansas,2020-08-13,Pneu,2.5
Arkansas,2020-08-14,Pneu,1.7
Arkansas,2020-08-15,Pneu,1.4
Arkansas,2020-08-16,Pneu,2.3
Arkansas,2020-08-17,Pneu,2.1
Arkansas,2020-08-18,Pneu,2
Arkansas,2020-08-19,Pneu,2.1
Arkansas,2020-08-20,Pneu,2
Arkansas,2020-08-21,Pneu,2.4
Arkansas,2020-08-22,Pneu,1.6
Arkansas,2020-08-23,Pneu,2
Arkansas,2020-08-24,Pneu,1.6
Arkansas,2020-08-25,Pneu,1
Arkansas,2020-08-26,Pneu,2.1
Arkansas,2020-08-27,Pneu,1.7
Arkansas,2020-08-28,Pneu,2.2
Arkansas,2020-08-29,Pneu,1.7
Arkansas,2020-08-30,Pneu,2.5
Arkansas,2020-08-31,Pneu,2.1
Arkansas,2020-09-01,Pneu,2
Arkansas,2020-09-02,Pneu,2
Arkansas,2020-09-03,Pneu,1.9
Arkansas,2020-09-04,Pneu,2.3
Arkansas,2020-09-05,Pneu,2.4
Arkansas,2020-09-06,Pneu,1.8
Arkansas,2020-09-07,Pneu,1.9
Arkansas,2020-09-08,Pneu,1.7
Arkansas,2020-09-09,Pneu,1.9
Arkansas,2020-09-10,Pneu,1.5
Arkansas,2020-09-11,Pneu,2.1
Arkansas,2020-09-12,Pneu,1.8
Arkansas,2020-09-13,Pneu,1.6
Arkansas,2020-09-14,Pneu,2
Arkansas,2020-09-15,Pneu,2.1
Arkansas,2020-09-16,Pneu,1.7
Arkansas,2020-09-17,Pneu,1.9
Arkansas,2020-09-18,Pneu,2.6
Arkansas,2020-09-19,Pneu,2.3
Arkansas,2020-09-20,Pneu,2
Arkansas,2020-09-21,Pneu,1.7
Arkansas,2020-09-22,Pneu,1.8
Arkansas,2020-09-23,Pneu,2.1
Arkansas,2020-09-24,Pneu,2
Arkansas,2020-09-25,Pneu,2.3
Arkansas,2020-09-26,Pneu,1.3
Arkansas,2020-09-27,Pneu,2.1
Arkansas,2020-09-28,Pneu,2.2
Arkansas,2020-09-29,Pneu,1.9
Arkansas,2020-09-30,Pneu,1.8
Arkansas,2020-10-01,Pneu,1.7
Arkansas,2020-10-02,Pneu,1.7
Arkansas,2020-10-03,Pneu,1.5
Connecticut,2020-08-08,Pneu,0.6
Connecticut,2020-08-09,Pneu,0.5
Connecticut,2020-08-10,Pneu,0.8
Connecticut,2020-08-11,Pneu,0.5
Connecticut,2020-08-12,Pneu,0.4
Connecticut,2020-08-13,Pneu,0.5
Connecticut,2020-08-14,Pneu,0.5
Connecticut,2020-08-15,Pneu,0.4
Connecticut,2020-08-16,Pneu,0.5
Connecticut,2020-08-17,Pneu,0.5
Connecticut,2020-08-18,Pneu,0.4
Connecticut,2020-08-19,Pneu,0.6
Connecticut,2020-08-20,Pneu,0.5
Connecticut,2020-08-21,Pneu,0.7
Connecticut,2020-08-22,Pneu,0.7
Connecticut,2020-08-23,Pneu,0.6
Connecticut,2020-08-24,Pneu,0.5
Connecticut,2020-08-25,Pneu,0.7
Connecticut,2020-08-26,Pneu,0.7
Connecticut,2020-08-27,Pneu,0.5
Connecticut,2020-08-28,Pneu,0.9
Connecticut,2020-08-29,Pneu,0.7
Connecticut,2020-08-30,Pneu,0.6
Connecticut,2020-08-31,Pneu,0.7
Connecticut,2020-09-01,Pneu,0.4
Connecticut,2020-09-02,Pneu,0.9
Connecticut,2020-09-03,Pneu,0.9
Connecticut,2020-09-04,Pneu,0.7
Connecticut,2020-09-05,Pneu,0.7
Connecticut,2020-09-06,Pneu,0.7
Connecticut,2020-09-07,Pneu,0.7
Connecticut,2020-09-08,Pneu,0.7
Connecticut,2020-09-09,Pneu,0.7
Connecticut,2020-09-10,Pneu,0.4
Connecticut,2020-09-11,Pneu,0.8
Connecticut,2020-09-12,Pneu,0.6
Connecticut,2020-09-13,Pneu,0.6
Connecticut,2020-09-14,Pneu,0.6
Connecticut,2020-09-15,Pneu,0.7
Connecticut,2020-09-16,Pneu,0.8
Connecticut,2020-09-17,Pneu,0.6
Connecticut,2020-09-18,Pneu,0.6
Connecticut,2020-09-19,Pneu,0.8
Connecticut,2020-09-20,Pneu,0.7
Connecticut,2020-09-21,Pneu,0.8
Connecticut,2020-09-22,Pneu,0.5
Connecticut,2020-09-23,Pneu,0.7
Connecticut,2020-09-24,Pneu,0.9
Connecticut,2020-09-25,Pneu,0.8
Connecticut,2020-09-26,Pneu,0.4
Connecticut,2020-09-27,Pneu,0.7
Connecticut,2020-09-28,Pneu,0.8
Connecticut,2020-09-29,Pneu,0.8
Connecticut,2020-09-30,Pneu,0.7
Connecticut,2020-10-01,Pneu,0.4
Connecticut,2020-10-02,Pneu,0.5
Connecticut,2020-10-03,Pneu,0.6
Delaware,2020-08-08,Pneu,1.1
Delaware,2020-08-09,Pneu,0.8
Delaware,2020-08-10,Pneu,0.9
Delaware,2020-08-11,Pneu,1.2
Delaware,2020-08-12,Pneu,0.9
Delaware,2020-08-13,Pneu,1.3
Delaware,2020-08-14,Pneu,0.7
Delaware,2020-08-15,Pneu,0.9
Delaware,2020-08-16,Pneu,0.9
Delaware,2020-08-17,Pneu,0.4
Delaware,2020-08-18,Pneu,1.5
Delaware,2020-08-19,Pneu,1
Delaware,2020-08-20,Pneu,1.3
Delaware,2020-08-21,Pneu,1.1
Delaware,2020-08-22,Pneu,1.1
Delaware,2020-08-23,Pneu,1
Delaware,2020-08-24,Pneu,1.3
Delaware,2020-08-25,Pneu,0.5
Delaware,2020-08-26,Pneu,0.6
Delaware,2020-08-27,Pneu,0.3
Delaware,2020-08-28,Pneu,1.2
Delaware,2020-08-29,Pneu,1
Delaware,2020-08-30,Pneu,1.5
Delaware,2020-08-31,Pneu,0.9
Delaware,2020-09-01,Pneu,1.4
Delaware,2020-09-02,Pneu,1.5
Delaware,2020-09-03,Pneu,1.1
Delaware,2020-09-04,Pneu,1.2
Delaware,2020-09-05,Pneu,0.8
Delaware,2020-09-06,Pneu,1.7
Delaware,2020-09-07,Pneu,1.7
Delaware,2020-09-08,Pneu,0.5
Delaware,2020-09-09,Pneu,1.1
Delaware,2020-09-10,Pneu,1.4
Delaware,2020-09-11,Pneu,1.2
Delaware,2020-09-12,Pneu,0.6
Delaware,2020-09-13,Pneu,0.9
Delaware,2020-09-14,Pneu,1.5
Delaware,2020-09-15,Pneu,1.2
Delaware,2020-09-16,Pneu,0.4
Delaware,2020-09-17,Pneu,2.1
Delaware,2020-09-18,Pneu,1.6
Delaware,2020-09-19,Pneu,1.3
Delaware,2020-09-20,Pneu,1.7
Delaware,2020-09-21,Pneu,1.4
Delaware,2020-09-22,Pneu,1.5
Delaware,2020-09-23,Pneu,2
Delaware,2020-09-24,Pneu,1.6
Delaware,2020-09-25,Pneu,2.6
Delaware,2020-09-26,Pneu,2
Delaware,2020-09-27,Pneu,2.4
Delaware,2020-09-28,Pneu,2.3
Delaware,2020-09-29,Pneu,1.6
Delaware,2020-09-30,Pneu,2.6
Delaware,2020-10-01,Pneu,2.6
Delaware,2020-10-02,Pneu,2.4
Delaware,2020-10-03,Pneu,0.7
District of Columbia,2020-08-08,Pneu,2.4
District of Columbia,2020-08-09,Pneu,1.4
District of Columbia,2020-08-10,Pneu,1.5
District of Columbia,2020-08-11,Pneu,1.1
District of Columbia,2020-08-12,Pneu,0.8
District of Columbia,2020-08-13,Pneu,1.1
District of Columbia,2020-08-14,Pneu,1.5
District of Columbia,2020-08-15,Pneu,1.1
District of Columbia,2020-08-16,Pneu,1
District of Columbia,2020-08-17,Pneu,1.3
District of Columbia,2020-08-18,Pneu,0.8
District of Columbia,2020-08-19,Pneu,1.7
District of Columbia,2020-08-20,Pneu,1.3
District of Columbia,2020-08-21,Pneu,1.6
District of Columbia,2020-08-22,Pneu,1.5
District of Columbia,2020-08-23,Pneu,0.9
District of Columbia,2020-08-24,Pneu,1.2
District of Columbia,2020-08-25,Pneu,1.7
District of Columbia,2020-08-26,Pneu,0.9
District of Columbia,2020-08-27,Pneu,1.2
District of Columbia,2020-08-28,Pneu,1
District of Columbia,2020-08-29,Pneu,1
District of Columbia,2020-08-30,Pneu,1
District of Columbia,2020-08-31,Pneu,1
District of Columbia,2020-09-01,Pneu,1.3
District of Columbia,2020-09-02,Pneu,1.2
District of Columbia,2020-09-03,Pneu,0.9
District of Columbia,2020-09-04,Pneu,1.3
District of Columbia,2020-09-05,Pneu,1.5
District of Columbia,2020-09-06,Pneu,1.4
District of Columbia,2020-09-07,Pneu,1.2
District of Columbia,2020-09-08,Pneu,0.8
District of Columbia,2020-09-09,Pneu,2.4
District of Columbia,2020-09-10,Pneu,1
District of Columbia,2020-09-11,Pneu,1.1
District of Columbia,2020-09-12,Pneu,0.9
District of Columbia,2020-09-13,Pneu,0.6
District of Columbia,2020-09-14,Pneu,1.7
District of Columbia,2020-09-15,Pneu,1.5
District of Columbia,2020-09-16,Pneu,1.4
District of Columbia,2020-09-17,Pneu,1.1
District of Columbia,2020-09-18,Pneu,1.2
District of Columbia,2020-09-19,Pneu,1.5
District of Columbia,2020-09-20,Pneu,0.7
District of Columbia,2020-09-21,Pneu,1.2
District of Columbia,2020-09-22,Pneu,1.1
District of Columbia,2020-09-23,Pneu,1
District of Columbia,2020-09-24,Pneu,0.6
District of Columbia,2020-09-25,Pneu,0.4
District of Columbia,2020-09-26,Pneu,0.9
District of Columbia,2020-09-27,Pneu,0.8
District of Columbia,2020-09-28,Pneu,0.5
District of Columbia,2020-09-29,Pneu,0.2
District of Columbia,2020-09-30,Pneu,1.6
District of Columbia,2020-10-01,Pneu,0.6
District of Columbia,2020-10-02,Pneu,0.1
District of Columbia,2020-10-03,Pneu,0.6
Florida,2020-08-08,Pneu,3.1
Florida,2020-08-09,Pneu,3.1
Florida,2020-08-10,Pneu,3.2
Florida,2020-08-11,Pneu,2.9
Florida,2020-08-12,Pneu,2.8
Florida,2020-08-13,Pneu,2.6
Florida,2020-08-14,Pneu,3.1
Florida,2020-08-15,Pneu,2.5
Florida,2020-08-16,Pneu,2.7
Florida,2020-08-17,Pneu,2.8
Florida,2020-08-18,Pneu,2.7
Florida,2020-08-19,Pneu,2.5
Florida,2020-08-20,Pneu,2.6
Florida,2020-08-21,Pneu,2.5
Florida,2020-08-22,Pneu,2.3
Florida,2020-08-23,Pneu,2.4
Florida,2020-08-24,Pneu,2.3
Florida,2020-08-25,Pneu,2.5
Florida,2020-08-26,Pneu,2.1
Florida,2020-08-27,Pneu,2
Florida,2020-08-28,Pneu,2.3
Florida,2020-08-29,Pneu,2.1
Florida,2020-08-30,Pneu,2
Florida,2020-08-31,Pneu,2.1
Florida,2020-09-01,Pneu,1.9
Florida,2020-09-02,Pneu,2.1
Florida,2020-09-03,Pneu,2.1
Florida,2020-09-04,Pneu,2
Florida,2020-09-05,Pneu,1.9
Florida,2020-09-06,Pneu,1.9
Florida,2020-09-07,Pneu,2.1
Florida,2020-09-08,Pneu,1.9
Florida,2020-09-09,Pneu,1.9
Florida,2020-09-10,Pneu,1.7
Florida,2020-09-11,Pneu,2
Florida,2020-09-12,Pneu,1.9
Florida,2020-09-13,Pneu,1.9
Florida,2020-09-14,Pneu,1.8
Florida,2020-09-15,Pneu,1.7
Florida,2020-09-16,Pneu,1.8
Florida,2020-09-17,Pneu,1.8
Florida,2020-09-18,Pneu,1.7
Florida,2020-09-19,Pneu,1.9
Florida,2020-09-20,Pneu,1.8
Florida,2020-09-21,Pneu,1.7
Florida,2020-09-22,Pneu,1.6
Florida,2020-09-23,Pneu,1.7
Florida,2020-09-24,Pneu,1.7
Florida,2020-09-25,Pneu,1.5
Florida,2020-09-26,Pneu,1.6
Florida,2020-09-27,Pneu,1.6
Florida,2020-09-28,Pneu,1.5
Florida,2020-09-29,Pneu,1.4
Florida,2020-09-30,Pneu,1.4
Florida,2020-10-01,Pneu,1.4
Florida,2020-10-02,Pneu,1.4
Florida,2020-10-03,Pneu,1.3
Georgia,2020-08-08,Pneu,1.8
Georgia,2020-08-09,Pneu,2.3
Georgia,2020-08-10,Pneu,2
Georgia,2020-08-11,Pneu,2.2
Georgia,2020-08-12,Pneu,1.8
Georgia,2020-08-13,Pneu,1.7
Georgia,2020-08-14,Pneu,1.8
Georgia,2020-08-15,Pneu,1.9
Georgia,2020-08-16,Pneu,1.7
Georgia,2020-08-17,Pneu,1.8
Georgia,2020-08-18,Pneu,1.7
Georgia,2020-08-19,Pneu,1.4
Georgia,2020-08-20,Pneu,1.6
Georgia,2020-08-21,Pneu,1.5
Georgia,2020-08-22,Pneu,1.6
Georgia,2020-08-23,Pneu,1.6
Georgia,2020-08-24,Pneu,1.5
Georgia,2020-08-25,Pneu,1.1
Georgia,2020-08-26,Pneu,1.5
Georgia,2020-08-27,Pneu,1.5
Georgia,2020-08-28,Pneu,1.4
Georgia,2020-08-29,Pneu,1.3
Georgia,2020-08-30,Pneu,1.4
Georgia,2020-08-31,Pneu,1.4
Georgia,2020-09-01,Pneu,1.5
Georgia,2020-09-02,Pneu,1.4
Georgia,2020-09-03,Pneu,1.4
Georgia,2020-09-04,Pneu,1.4
Georgia,2020-09-05,Pneu,1.5
Georgia,2020-09-06,Pneu,1.7
Georgia,2020-09-07,Pneu,1.5
Georgia,2020-09-08,Pneu,1.2
Georgia,2020-09-09,Pneu,1.4
Georgia,2020-09-10,Pneu,1.3
Georgia,2020-09-11,Pneu,1.4
Georgia,2020-09-12,Pneu,1.3
Georgia,2020-09-13,Pneu,1.4
Georgia,2020-09-14,Pneu,1.4
Georgia,2020-09-15,Pneu,1.3
Georgia,2020-09-16,Pneu,1.6
Georgia,2020-09-17,Pneu,1.4
Georgia,2020-09-18,Pneu,1.4
Georgia,2020-09-19,Pneu,1.6
Georgia,2020-09-20,Pneu,1.6
Georgia,2020-09-21,Pneu,1.5
Georgia,2020-09-22,Pneu,1.4
Georgia,2020-09-23,Pneu,1.4
Georgia,2020-09-24,Pneu,1.3
Georgia,2020-09-25,Pneu,1.4
Georgia,2020-09-26,Pneu,1.4
Georgia,2020-09-27,Pneu,1.4
Georgia,2020-09-28,Pneu,1.3
Georgia,2020-09-29,Pneu,1.2
Georgia,2020-09-30,Pneu,1.3
Georgia,2020-10-01,Pneu,1.2
